step,equity,peak,drawdown,uncertainty_score,odds,regime_label,drawdown_pct
323,-25.300000000000004,16.0,-41.300000000000004,0.331331,20.3,DEEP_LONGSHOT,-2.5812500000000003
324,-20.300000000000004,16.0,-36.300000000000004,0.535094,6.0,BALANCED,-2.2687500000000003
325,-13.700000000000005,16.0,-29.700000000000003,0.466348,7.6,BALANCED,-1.8562500000000002
326,-14.700000000000005,16.0,-30.700000000000003,0.318241,17.8,LONGSHOT,-1.9187500000000002
327,-15.700000000000005,16.0,-31.700000000000003,0.322902,25.9,DEEP_LONGSHOT,-1.9812500000000002
328,-16.700000000000003,16.0,-32.7,0.374203,26.4,DEEP_LONGSHOT,-2.04375
329,-17.700000000000003,16.0,-33.7,0.446779,21.3,DEEP_LONGSHOT,-2.10625
330,-18.700000000000003,16.0,-34.7,0.279658,23.5,DEEP_LONGSHOT,-2.16875
331,-19.700000000000003,16.0,-35.7,0.203443,65.3,DEEP_LONGSHOT,-2.23125
332,-20.700000000000003,16.0,-36.7,0.521854,5.5,BALANCED,-2.29375
333,-21.700000000000003,16.0,-37.7,0.435862,9.8,LONGSHOT,-2.35625
334,-22.700000000000003,16.0,-38.7,0.207473,55.4,DEEP_LONGSHOT,-2.41875
335,-23.700000000000003,16.0,-39.7,0.278224,28.2,DEEP_LONGSHOT,-2.48125
336,-24.700000000000003,16.0,-40.7,0.513831,5.8,BALANCED,-2.54375
337,-25.700000000000003,16.0,-41.7,0.401793,15.7,LONGSHOT,-2.60625
338,-26.700000000000003,16.0,-42.7,0.257383,53.7,DEEP_LONGSHOT,-2.66875
339,-27.700000000000003,16.0,-43.7,0.507984,8.0,BALANCED,-2.73125
340,-28.700000000000003,16.0,-44.7,0.543782,4.9,BALANCED,-2.79375
341,-29.700000000000003,16.0,-45.7,0.461735,7.5,BALANCED,-2.85625
342,-30.700000000000003,16.0,-46.7,0.295398,23.2,DEEP_LONGSHOT,-2.91875
343,-31.700000000000003,16.0,-47.7,0.17875,116.3,DEEP_LONGSHOT,-2.98125
344,-32.7,16.0,-48.7,0.228144,104.9,DEEP_LONGSHOT,-3.04375
345,-33.7,16.0,-49.7,0.353739,20.2,DEEP_LONGSHOT,-3.10625
346,-34.7,16.0,-50.7,0.365152,24.8,DEEP_LONGSHOT,-3.16875
347,-35.7,16.0,-51.7,0.332369,16.5,LONGSHOT,-3.23125
348,-36.7,16.0,-52.7,0.413297,15.4,LONGSHOT,-3.29375
349,-37.7,16.0,-53.7,0.312224,20.8,DEEP_LONGSHOT,-3.35625
350,-38.7,16.0,-54.7,0.311118,31.4,DEEP_LONGSHOT,-3.41875
351,-39.7,16.0,-55.7,0.407398,10.5,LONGSHOT,-3.48125
352,-40.7,16.0,-56.7,0.57971,4.1,BALANCED,-3.54375
353,-41.7,16.0,-57.7,0.225682,53.1,DEEP_LONGSHOT,-3.60625
354,-42.7,16.0,-58.7,0.288921,33.9,DEEP_LONGSHOT,-3.66875
355,-43.7,16.0,-59.7,0.389105,15.0,LONGSHOT,-3.73125
356,-44.7,16.0,-60.7,0.448536,11.5,LONGSHOT,-3.79375
357,-45.7,16.0,-61.7,0.266921,33.2,DEEP_LONGSHOT,-3.85625
358,-41.800000000000004,16.0,-57.800000000000004,0.555822,4.9,BALANCED,-3.6125000000000003
359,-42.800000000000004,16.0,-58.800000000000004,0.32219,17.1,LONGSHOT,-3.6750000000000003
360,-43.800000000000004,16.0,-59.800000000000004,0.294425,26.1,DEEP_LONGSHOT,-3.7375000000000003
361,-44.800000000000004,16.0,-60.800000000000004,0.377362,12.9,LONGSHOT,-3.8000000000000003
362,-45.800000000000004,16.0,-61.800000000000004,0.376462,22.7,DEEP_LONGSHOT,-3.8625000000000003
363,-46.800000000000004,16.0,-62.800000000000004,0.376762,26.0,DEEP_LONGSHOT,-3.9250000000000003
364,-47.800000000000004,16.0,-63.800000000000004,0.423848,13.7,LONGSHOT,-3.9875000000000003
365,-48.800000000000004,16.0,-64.80000000000001,0.318422,24.4,DEEP_LONGSHOT,-4.050000000000001
366,-49.800000000000004,16.0,-65.80000000000001,0.453394,8.6,LONGSHOT,-4.112500000000001
367,-50.800000000000004,16.0,-66.80000000000001,0.249564,51.4,DEEP_LONGSHOT,-4.175000000000001
368,-51.800000000000004,16.0,-67.80000000000001,0.282507,39.2,DEEP_LONGSHOT,-4.237500000000001
369,-52.800000000000004,16.0,-68.80000000000001,0.382555,11.6,LONGSHOT,-4.300000000000001
370,-53.800000000000004,16.0,-69.80000000000001,0.501862,8.4,LONGSHOT,-4.362500000000001
371,-54.800000000000004,16.0,-70.80000000000001,0.446191,19.0,LONGSHOT,-4.425000000000001
372,-55.800000000000004,16.0,-71.80000000000001,0.450861,8.3,LONGSHOT,-4.487500000000001
373,-56.800000000000004,16.0,-72.80000000000001,0.359498,19.6,LONGSHOT,-4.550000000000001
374,-57.800000000000004,16.0,-73.80000000000001,0.296174,28.6,DEEP_LONGSHOT,-4.612500000000001
375,-58.800000000000004,16.0,-74.80000000000001,0.300408,24.2,DEEP_LONGSHOT,-4.675000000000001
376,-59.800000000000004,16.0,-75.80000000000001,0.45906,7.7,BALANCED,-4.737500000000001
377,-54.50000000000001,16.0,-70.5,0.524504,6.3,BALANCED,-4.40625
378,-55.50000000000001,16.0,-71.5,0.268835,29.6,DEEP_LONGSHOT,-4.46875
379,-56.50000000000001,16.0,-72.5,0.555355,4.6,BALANCED,-4.53125
380,-57.50000000000001,16.0,-73.5,0.242454,62.8,DEEP_LONGSHOT,-4.59375
381,-58.50000000000001,16.0,-74.5,0.488944,7.2,BALANCED,-4.65625
382,-59.50000000000001,16.0,-75.5,0.246146,35.1,DEEP_LONGSHOT,-4.71875
383,-60.50000000000001,16.0,-76.5,0.212741,65.2,DEEP_LONGSHOT,-4.78125
384,-61.50000000000001,16.0,-77.5,0.384023,14.7,LONGSHOT,-4.84375
385,-62.50000000000001,16.0,-78.5,0.41063,11.5,LONGSHOT,-4.90625
386,-63.50000000000001,16.0,-79.5,0.463172,7.6,BALANCED,-4.96875
387,-49.30000000000001,16.0,-65.30000000000001,0.364217,15.2,LONGSHOT,-4.081250000000001
388,-50.30000000000001,16.0,-66.30000000000001,0.289515,30.3,DEEP_LONGSHOT,-4.143750000000001
389,-51.30000000000001,16.0,-67.30000000000001,0.261757,35.7,DEEP_LONGSHOT,-4.206250000000001
390,-52.30000000000001,16.0,-68.30000000000001,0.203443,104.6,DEEP_LONGSHOT,-4.268750000000001
391,-53.30000000000001,16.0,-69.30000000000001,0.224443,54.6,DEEP_LONGSHOT,-4.331250000000001
392,-54.30000000000001,16.0,-70.30000000000001,0.371317,12.1,LONGSHOT,-4.393750000000001
393,-55.30000000000001,16.0,-71.30000000000001,0.267135,36.1,DEEP_LONGSHOT,-4.456250000000001
394,-56.30000000000001,16.0,-72.30000000000001,0.501491,7.4,BALANCED,-4.518750000000001
395,-57.30000000000001,16.0,-73.30000000000001,0.190893,74.8,DEEP_LONGSHOT,-4.581250000000001
396,-58.30000000000001,16.0,-74.30000000000001,0.371622,17.3,LONGSHOT,-4.643750000000001
397,-59.30000000000001,16.0,-75.30000000000001,0.223197,62.1,DEEP_LONGSHOT,-4.706250000000001
398,-60.30000000000001,16.0,-76.30000000000001,0.209858,58.9,DEEP_LONGSHOT,-4.768750000000001
399,-61.30000000000001,16.0,-77.30000000000001,0.447249,12.2,LONGSHOT,-4.831250000000001
400,-62.30000000000001,16.0,-78.30000000000001,0.365308,18.1,LONGSHOT,-4.893750000000001
401,-63.30000000000001,16.0,-79.30000000000001,0.262624,28.6,DEEP_LONGSHOT,-4.956250000000001
402,-64.30000000000001,16.0,-80.30000000000001,0.355671,17.3,LONGSHOT,-5.018750000000001
403,-65.30000000000001,16.0,-81.30000000000001,0.378407,13.5,LONGSHOT,-5.081250000000001
404,-66.30000000000001,16.0,-82.30000000000001,0.227408,43.6,DEEP_LONGSHOT,-5.143750000000001
405,-67.30000000000001,16.0,-83.30000000000001,0.496885,7.0,BALANCED,-5.206250000000001
406,-68.30000000000001,16.0,-84.30000000000001,0.334092,18.5,LONGSHOT,-5.268750000000001
407,-69.30000000000001,16.0,-85.30000000000001,0.518483,5.6,BALANCED,-5.331250000000001
408,-70.30000000000001,16.0,-86.30000000000001,0.359815,14.2,LONGSHOT,-5.393750000000001
409,-71.30000000000001,16.0,-87.30000000000001,0.296561,31.7,DEEP_LONGSHOT,-5.456250000000001
410,-72.30000000000001,16.0,-88.30000000000001,0.444536,8.5,LONGSHOT,-5.518750000000001
411,-73.30000000000001,16.0,-89.30000000000001,0.498778,6.7,BALANCED,-5.581250000000001
412,-74.30000000000001,16.0,-90.30000000000001,0.525243,6.2,BALANCED,-5.643750000000001
413,-75.30000000000001,16.0,-91.30000000000001,0.443943,10.6,LONGSHOT,-5.706250000000001
414,-76.30000000000001,16.0,-92.30000000000001,0.191467,96.4,DEEP_LONGSHOT,-5.768750000000001
415,-77.30000000000001,16.0,-93.30000000000001,0.395234,15.7,LONGSHOT,-5.831250000000001
416,-78.30000000000001,16.0,-94.30000000000001,0.281289,37.9,DEEP_LONGSHOT,-5.893750000000001
417,-75.70000000000002,16.0,-91.70000000000002,0.604373,3.6,LOW_ODDS,-5.731250000000001
418,-76.70000000000002,16.0,-92.70000000000002,0.393394,15.2,LONGSHOT,-5.793750000000001
419,-77.70000000000002,16.0,-93.70000000000002,0.472258,7.0,BALANCED,-5.856250000000001
420,-78.70000000000002,16.0,-94.70000000000002,0.525079,5.5,BALANCED,-5.918750000000001
421,-79.70000000000002,16.0,-95.70000000000002,0.315885,21.6,DEEP_LONGSHOT,-5.981250000000001
422,-80.70000000000002,16.0,-96.70000000000002,0.565523,5.4,BALANCED,-6.043750000000001
423,-81.70000000000002,16.0,-97.70000000000002,0.400687,14.6,LONGSHOT,-6.106250000000001
424,-82.70000000000002,16.0,-98.70000000000002,0.4121,11.8,LONGSHOT,-6.168750000000001
425,-75.20000000000002,16.0,-91.20000000000002,0.461735,8.5,LONGSHOT,-5.700000000000001
426,-76.20000000000002,16.0,-92.20000000000002,0.374807,14.9,LONGSHOT,-5.762500000000001
427,-77.20000000000002,16.0,-93.20000000000002,0.315521,20.6,DEEP_LONGSHOT,-5.825000000000001
428,-78.20000000000002,16.0,-94.20000000000002,0.556154,6.4,BALANCED,-5.887500000000001
429,-74.60000000000002,16.0,-90.60000000000002,0.558258,4.6,BALANCED,-5.662500000000001
430,-75.60000000000002,16.0,-91.60000000000002,0.243613,47.6,DEEP_LONGSHOT,-5.725000000000001
431,-76.60000000000002,16.0,-92.60000000000002,0.225187,59.7,DEEP_LONGSHOT,-5.787500000000001
432,-77.60000000000002,16.0,-93.60000000000002,0.285731,31.1,DEEP_LONGSHOT,-5.850000000000001
433,-78.60000000000002,16.0,-94.60000000000002,0.30515,21.3,DEEP_LONGSHOT,-5.912500000000001
434,-79.60000000000002,16.0,-95.60000000000002,0.526791,5.9,BALANCED,-5.975000000000001
435,-80.60000000000002,16.0,-96.60000000000002,0.461846,7.5,BALANCED,-6.037500000000001
436,-81.60000000000002,16.0,-97.60000000000002,0.555021,5.4,BALANCED,-6.100000000000001
437,-82.60000000000002,16.0,-98.60000000000002,0.373598,14.9,LONGSHOT,-6.162500000000001
438,-83.60000000000002,16.0,-99.60000000000002,0.419986,18.4,LONGSHOT,-6.225000000000001
439,-84.60000000000002,16.0,-100.60000000000002,0.314608,28.6,DEEP_LONGSHOT,-6.287500000000001
440,-85.60000000000002,16.0,-101.60000000000002,0.39902,11.1,LONGSHOT,-6.350000000000001
441,-86.60000000000002,16.0,-102.60000000000002,0.503434,6.4,BALANCED,-6.412500000000001
442,-87.60000000000002,16.0,-103.60000000000002,0.408075,11.3,LONGSHOT,-6.475000000000001
443,-88.60000000000002,16.0,-104.60000000000002,0.291292,25.6,DEEP_LONGSHOT,-6.537500000000001
444,-89.60000000000002,16.0,-105.60000000000002,0.572449,6.3,BALANCED,-6.600000000000001
445,-90.60000000000002,16.0,-106.60000000000002,0.255836,48.7,DEEP_LONGSHOT,-6.662500000000001
446,-91.60000000000002,16.0,-107.60000000000002,0.384169,16.1,LONGSHOT,-6.725000000000001
447,-92.60000000000002,16.0,-108.60000000000002,0.322546,17.9,LONGSHOT,-6.787500000000001
448,-93.60000000000002,16.0,-109.60000000000002,0.302693,30.1,DEEP_LONGSHOT,-6.850000000000001
449,-94.60000000000002,16.0,-110.60000000000002,0.401102,10.4,LONGSHOT,-6.912500000000001
450,-95.60000000000002,16.0,-111.60000000000002,0.424232,14.7,LONGSHOT,-6.975000000000001
451,-96.60000000000002,16.0,-112.60000000000002,0.499623,6.3,BALANCED,-7.037500000000001
452,-97.60000000000002,16.0,-113.60000000000002,0.352445,15.7,LONGSHOT,-7.100000000000001
453,-98.60000000000002,16.0,-114.60000000000002,0.271367,26.1,DEEP_LONGSHOT,-7.162500000000001
454,-99.60000000000002,16.0,-115.60000000000002,0.464272,7.9,BALANCED,-7.225000000000001
455,-76.70000000000002,16.0,-92.70000000000002,0.296755,23.9,DEEP_LONGSHOT,-5.793750000000001
456,-77.70000000000002,16.0,-93.70000000000002,0.214817,50.2,DEEP_LONGSHOT,-5.856250000000001
457,-78.70000000000002,16.0,-94.70000000000002,0.31351,32.7,DEEP_LONGSHOT,-5.918750000000001
458,-79.70000000000002,16.0,-95.70000000000002,0.315338,22.7,DEEP_LONGSHOT,-5.981250000000001
459,-80.70000000000002,16.0,-96.70000000000002,0.396361,11.0,LONGSHOT,-6.043750000000001
460,-81.70000000000002,16.0,-97.70000000000002,0.217642,85.7,DEEP_LONGSHOT,-6.106250000000001
461,-82.70000000000002,16.0,-98.70000000000002,0.216618,67.6,DEEP_LONGSHOT,-6.168750000000001
462,-83.70000000000002,16.0,-99.70000000000002,0.35082,20.6,DEEP_LONGSHOT,-6.231250000000001
463,-84.70000000000002,16.0,-100.70000000000002,0.416201,9.7,LONGSHOT,-6.293750000000001
464,-85.70000000000002,16.0,-101.70000000000002,0.504352,6.2,BALANCED,-6.356250000000001
465,-86.70000000000002,16.0,-102.70000000000002,0.457374,15.4,LONGSHOT,-6.418750000000001
466,-87.70000000000002,16.0,-103.70000000000002,0.265424,30.3,DEEP_LONGSHOT,-6.481250000000001
467,-88.70000000000002,16.0,-104.70000000000002,0.389105,15.0,LONGSHOT,-6.543750000000001
468,-89.70000000000002,16.0,-105.70000000000002,0.396361,20.4,DEEP_LONGSHOT,-6.606250000000001
469,-90.70000000000002,16.0,-106.70000000000002,0.245917,45.5,DEEP_LONGSHOT,-6.668750000000001
470,-91.70000000000002,16.0,-107.70000000000002,0.224939,48.8,DEEP_LONGSHOT,-6.731250000000001
471,-92.70000000000002,16.0,-108.70000000000002,0.497455,7.1,BALANCED,-6.793750000000001
472,-93.70000000000002,16.0,-109.70000000000002,0.243613,38.8,DEEP_LONGSHOT,-6.856250000000001
473,-94.70000000000002,16.0,-110.70000000000002,0.306278,28.2,DEEP_LONGSHOT,-6.918750000000001
474,-95.70000000000002,16.0,-111.70000000000002,0.346059,34.0,DEEP_LONGSHOT,-6.981250000000001
475,-96.70000000000002,16.0,-112.70000000000002,0.323258,17.6,LONGSHOT,-7.043750000000001
476,-97.70000000000002,16.0,-113.70000000000002,0.284526,22.9,DEEP_LONGSHOT,-7.106250000000001
477,-98.70000000000002,16.0,-114.70000000000002,0.381228,16.5,LONGSHOT,-7.168750000000001
478,-99.70000000000002,16.0,-115.70000000000002,0.375862,14.6,LONGSHOT,-7.231250000000001
479,-100.70000000000002,16.0,-116.70000000000002,0.271997,30.0,DEEP_LONGSHOT,-7.293750000000001
480,-101.70000000000002,16.0,-117.70000000000002,0.333576,20.0,LONGSHOT,-7.356250000000001
481,-102.70000000000002,16.0,-118.70000000000002,0.415675,11.2,LONGSHOT,-7.418750000000001
482,-103.70000000000002,16.0,-119.70000000000002,0.267561,31.4,DEEP_LONGSHOT,-7.481250000000001
483,-104.70000000000002,16.0,-120.70000000000002,0.365152,18.8,LONGSHOT,-7.543750000000001
484,-105.70000000000002,16.0,-121.70000000000002,0.360763,13.7,LONGSHOT,-7.606250000000001
485,-106.70000000000002,16.0,-122.70000000000002,0.276162,28.8,DEEP_LONGSHOT,-7.668750000000001
486,-107.70000000000002,16.0,-123.70000000000002,0.390255,13.2,LONGSHOT,-7.731250000000001
487,-108.70000000000002,16.0,-124.70000000000002,0.426774,20.6,DEEP_LONGSHOT,-7.793750000000001
488,-109.70000000000002,16.0,-125.70000000000002,0.365152,16.7,LONGSHOT,-7.856250000000001
489,-110.70000000000002,16.0,-126.70000000000002,0.370553,21.6,DEEP_LONGSHOT,-7.918750000000001
490,-111.70000000000002,16.0,-127.70000000000002,0.443705,8.3,LONGSHOT,-7.981250000000001
491,-112.70000000000002,16.0,-128.70000000000002,0.368712,13.8,LONGSHOT,-8.043750000000001
492,-113.70000000000002,16.0,-129.70000000000002,0.266067,30.1,DEEP_LONGSHOT,-8.106250000000001
493,-114.70000000000002,16.0,-130.70000000000002,0.447366,10.3,LONGSHOT,-8.168750000000001
494,-115.70000000000002,16.0,-131.70000000000002,0.386937,12.1,LONGSHOT,-8.231250000000001
495,-116.70000000000002,16.0,-132.70000000000002,0.443348,11.7,LONGSHOT,-8.293750000000001
496,-117.70000000000002,16.0,-133.70000000000002,0.244075,41.9,DEEP_LONGSHOT,-8.356250000000001
497,-118.70000000000002,16.0,-134.70000000000002,0.521185,5.6,BALANCED,-8.418750000000001
498,-119.70000000000002,16.0,-135.70000000000002,0.235156,40.0,DEEP_LONGSHOT,-8.481250000000001
499,-120.70000000000002,16.0,-136.70000000000002,0.302314,21.3,DEEP_LONGSHOT,-8.543750000000001
500,-121.70000000000002,16.0,-137.70000000000002,0.42231,12.6,LONGSHOT,-8.606250000000001
501,-122.70000000000002,16.0,-138.70000000000002,0.346885,22.6,DEEP_LONGSHOT,-8.668750000000001
502,-123.70000000000002,16.0,-139.70000000000002,0.381671,14.6,LONGSHOT,-8.731250000000001
503,-124.70000000000002,16.0,-140.70000000000002,0.464491,7.4,BALANCED,-8.793750000000001
504,-125.70000000000002,16.0,-141.70000000000002,0.277401,28.1,DEEP_LONGSHOT,-8.856250000000001
505,-126.70000000000002,16.0,-142.70000000000002,0.340553,17.2,LONGSHOT,-8.918750000000001
506,-127.70000000000002,16.0,-143.70000000000002,0.484056,6.7,BALANCED,-8.981250000000001
507,-128.70000000000002,16.0,-144.70000000000002,0.232036,46.2,DEEP_LONGSHOT,-9.043750000000001
508,-129.70000000000002,16.0,-145.70000000000002,0.39622,11.4,LONGSHOT,-9.106250000000001
509,-130.70000000000002,16.0,-146.70000000000002,0.219929,58.6,DEEP_LONGSHOT,-9.168750000000001
510,-131.70000000000002,16.0,-147.70000000000002,0.459843,7.5,BALANCED,-9.231250000000001
511,-132.70000000000002,16.0,-148.70000000000002,0.273879,25.7,DEEP_LONGSHOT,-9.293750000000001
512,-133.70000000000002,16.0,-149.70000000000002,0.51643,7.1,BALANCED,-9.356250000000001
513,-134.70000000000002,16.0,-150.70000000000002,0.312224,20.4,DEEP_LONGSHOT,-9.418750000000001
514,-135.70000000000002,16.0,-151.70000000000002,0.567644,4.9,BALANCED,-9.481250000000001
515,-136.70000000000002,16.0,-152.70000000000002,0.460067,8.8,LONGSHOT,-9.543750000000001
516,-137.70000000000002,16.0,-153.70000000000002,0.478646,7.7,BALANCED,-9.606250000000001
517,-112.00000000000001,16.0,-128.0,0.330637,26.7,DEEP_LONGSHOT,-8.0
518,-113.00000000000001,16.0,-129.0,0.203714,75.2,DEEP_LONGSHOT,-8.0625
519,-114.00000000000001,16.0,-130.0,0.254948,63.7,DEEP_LONGSHOT,-8.125
520,-115.00000000000001,16.0,-131.0,0.394245,21.2,DEEP_LONGSHOT,-8.1875
521,-116.00000000000001,16.0,-132.0,0.31406,21.4,DEEP_LONGSHOT,-8.25
522,-117.00000000000001,16.0,-133.0,0.30383,25.9,DEEP_LONGSHOT,-8.3125
523,-118.00000000000001,16.0,-134.0,0.344567,25.5,DEEP_LONGSHOT,-8.375
524,-119.00000000000001,16.0,-135.0,0.334264,16.5,LONGSHOT,-8.4375
525,-114.50000000000001,16.0,-130.5,0.526141,5.5,BALANCED,-8.15625
526,-115.50000000000001,16.0,-131.5,0.325561,18.8,LONGSHOT,-8.21875
527,-116.50000000000001,16.0,-132.5,0.325561,16.5,LONGSHOT,-8.28125
528,-117.50000000000001,16.0,-133.5,0.346059,20.9,DEEP_LONGSHOT,-8.34375
529,-118.50000000000001,16.0,-134.5,0.535017,5.1,BALANCED,-8.40625
530,-119.50000000000001,16.0,-135.5,0.282304,28.9,DEEP_LONGSHOT,-8.46875
531,-120.50000000000001,16.0,-136.5,0.196281,80.0,DEEP_LONGSHOT,-8.53125
532,-121.50000000000001,16.0,-137.5,0.548151,4.8,BALANCED,-8.59375
533,-122.50000000000001,16.0,-138.5,0.556154,4.6,BALANCED,-8.65625
534,-123.50000000000001,16.0,-139.5,0.3849,13.8,LONGSHOT,-8.71875
535,-117.10000000000001,16.0,-133.10000000000002,0.488746,7.4,BALANCED,-8.318750000000001
536,-118.10000000000001,16.0,-134.10000000000002,0.329245,26.7,DEEP_LONGSHOT,-8.381250000000001
537,-119.10000000000001,16.0,-135.10000000000002,0.297335,22.1,DEEP_LONGSHOT,-8.443750000000001
538,-120.10000000000001,16.0,-136.10000000000002,0.225435,53.4,DEEP_LONGSHOT,-8.506250000000001
539,-121.10000000000001,16.0,-137.10000000000002,0.323613,21.0,DEEP_LONGSHOT,-8.568750000000001
540,-122.10000000000001,16.0,-138.10000000000002,0.199615,61.8,DEEP_LONGSHOT,-8.631250000000001
541,-123.10000000000001,16.0,-139.10000000000002,0.281899,23.4,DEEP_LONGSHOT,-8.693750000000001
542,-124.10000000000001,16.0,-140.10000000000002,0.284526,27.7,DEEP_LONGSHOT,-8.756250000000001
543,-125.10000000000001,16.0,-141.10000000000002,0.271578,28.6,DEEP_LONGSHOT,-8.818750000000001
544,-126.10000000000001,16.0,-142.10000000000002,0.49698,7.3,BALANCED,-8.881250000000001
545,-116.4,16.0,-132.4,0.405633,10.7,LONGSHOT,-8.275
546,-117.4,16.0,-133.4,0.440354,9.2,LONGSHOT,-8.3375
547,-118.4,16.0,-134.4,0.488845,6.7,BALANCED,-8.4
548,-119.4,16.0,-135.4,0.509418,7.4,BALANCED,-8.4625
549,-120.4,16.0,-136.4,0.416201,11.2,LONGSHOT,-8.525
550,-121.4,16.0,-137.4,0.252717,33.4,DEEP_LONGSHOT,-8.5875
551,-122.4,16.0,-138.4,0.466456,8.5,LONGSHOT,-8.65
552,-123.4,16.0,-139.4,0.270104,30.9,DEEP_LONGSHOT,-8.7125
553,-124.4,16.0,-140.4,0.382113,13.9,LONGSHOT,-8.775
554,-125.4,16.0,-141.4,0.254058,41.7,DEEP_LONGSHOT,-8.8375
555,-126.4,16.0,-142.4,0.244767,43.1,DEEP_LONGSHOT,-8.9
556,-127.4,16.0,-143.4,0.250243,35.2,DEEP_LONGSHOT,-8.9625
557,-128.4,16.0,-144.4,0.395939,14.6,LONGSHOT,-9.025
558,-129.4,16.0,-145.4,0.366395,32.3,DEEP_LONGSHOT,-9.0875
559,-130.4,16.0,-146.4,0.325207,18.8,LONGSHOT,-9.15
560,-131.4,16.0,-147.4,0.521854,5.7,BALANCED,-9.2125
561,-132.4,16.0,-148.4,0.20099,82.7,DEEP_LONGSHOT,-9.275
562,-133.4,16.0,-149.4,0.277607,27.9,DEEP_LONGSHOT,-9.3375
563,-134.4,16.0,-150.4,0.410228,10.0,LONGSHOT,-9.4
564,-135.4,16.0,-151.4,0.242221,47.0,DEEP_LONGSHOT,-9.4625
565,-136.4,16.0,-152.4,0.302124,26.1,DEEP_LONGSHOT,-9.525
566,-137.4,16.0,-153.4,0.238004,64.7,DEEP_LONGSHOT,-9.5875
567,-138.4,16.0,-154.4,0.256721,40.7,DEEP_LONGSHOT,-9.65
568,-139.4,16.0,-155.4,0.466999,8.1,LONGSHOT,-9.7125
569,-140.4,16.0,-156.4,0.473529,7.7,BALANCED,-9.775
570,-141.4,16.0,-157.4,0.438421,10.7,LONGSHOT,-9.8375
571,-142.4,16.0,-158.4,0.374505,12.6,LONGSHOT,-9.9
572,-143.4,16.0,-159.4,0.304962,32.6,DEEP_LONGSHOT,-9.9625
573,-144.4,16.0,-160.4,0.420504,11.6,LONGSHOT,-10.025
574,-145.4,16.0,-161.4,0.305339,33.2,DEEP_LONGSHOT,-10.0875
575,-146.4,16.0,-162.4,0.395234,13.8,LONGSHOT,-10.15
576,-147.4,16.0,-163.4,0.410228,15.6,LONGSHOT,-10.2125
577,-148.4,16.0,-164.4,0.335121,18.5,LONGSHOT,-10.275
578,-149.4,16.0,-165.4,0.468514,7.9,BALANCED,-10.3375
579,-150.4,16.0,-166.4,0.307402,25.5,DEEP_LONGSHOT,-10.4
580,-151.4,16.0,-167.4,0.277607,53.8,DEEP_LONGSHOT,-10.4625
581,-152.4,16.0,-168.4,0.204794,79.1,DEEP_LONGSHOT,-10.525
582,-153.4,16.0,-169.4,0.393252,19.3,LONGSHOT,-10.5875
583,-154.4,16.0,-170.4,0.457825,8.3,LONGSHOT,-10.65
584,-155.4,16.0,-171.4,0.315338,20.0,LONGSHOT,-10.7125
585,-156.4,16.0,-172.4,0.435862,12.4,LONGSHOT,-10.775
586,-157.4,16.0,-173.4,0.419077,11.8,LONGSHOT,-10.8375
587,-158.4,16.0,-174.4,0.371317,15.3,LONGSHOT,-10.9
588,-159.4,16.0,-175.4,0.439993,10.6,LONGSHOT,-10.9625
589,-160.4,16.0,-176.4,0.258702,45.4,DEEP_LONGSHOT,-11.025
590,-161.4,16.0,-177.4,0.218152,55.1,DEEP_LONGSHOT,-11.0875
591,-162.4,16.0,-178.4,0.345397,19.6,LONGSHOT,-11.15
592,-163.4,16.0,-179.4,0.467433,8.3,LONGSHOT,-11.2125
593,-164.4,16.0,-180.4,0.168351,121.9,DEEP_LONGSHOT,-11.275
594,-165.4,16.0,-181.4,0.577841,5.3,BALANCED,-11.3375
595,-166.4,16.0,-182.4,0.513918,5.7,BALANCED,-11.4
596,-167.4,16.0,-183.4,0.441316,12.0,LONGSHOT,-11.4625
597,-168.4,16.0,-184.4,0.495741,9.3,LONGSHOT,-11.525
598,-169.4,16.0,-185.4,0.390398,11.5,LONGSHOT,-11.5875
599,-170.4,16.0,-186.4,0.290701,28.8,DEEP_LONGSHOT,-11.65
600,-171.4,16.0,-187.4,0.44501,16.0,LONGSHOT,-11.7125
601,-172.4,16.0,-188.4,0.48101,7.3,BALANCED,-11.775
602,-173.4,16.0,-189.4,0.364529,12.6,LONGSHOT,-11.8375
603,-174.4,16.0,-190.4,0.379152,17.5,LONGSHOT,-11.9
604,-175.4,16.0,-191.4,0.479368,8.3,LONGSHOT,-11.9625
605,-176.4,16.0,-192.4,0.355831,21.3,DEEP_LONGSHOT,-12.025
606,-177.4,16.0,-193.4,0.215848,81.1,DEEP_LONGSHOT,-12.0875
607,-178.4,16.0,-194.4,0.520261,6.1,BALANCED,-12.15
608,-175.8,16.0,-191.8,0.602912,3.6,LOW_ODDS,-11.9875
609,-176.8,16.0,-192.8,0.270526,28.5,DEEP_LONGSHOT,-12.05
610,-177.8,16.0,-193.8,0.338358,19.0,LONGSHOT,-12.1125
611,-178.8,16.0,-194.8,0.387227,17.6,LONGSHOT,-12.175
612,-179.8,16.0,-195.8,0.399715,15.7,LONGSHOT,-12.2375
613,-180.8,16.0,-196.8,0.264995,46.8,DEEP_LONGSHOT,-12.3
614,-181.8,16.0,-197.8,0.319863,22.0,DEEP_LONGSHOT,-12.3625
615,-182.8,16.0,-198.8,0.278018,28.3,DEEP_LONGSHOT,-12.425
616,-183.8,16.0,-199.8,0.402758,11.8,LONGSHOT,-12.4875
