step,equity,peak,drawdown,uncertainty_score,odds,regime_label,drawdown_pct
1459,-388.8999999999999,16.0,-404.8999999999999,0.567404,5.5,BALANCED,-25.306249999999995
1460,-389.8999999999999,16.0,-405.8999999999999,0.515395,7.6,BALANCED,-25.368749999999995
1461,-390.8999999999999,16.0,-406.8999999999999,0.250468,73.1,DEEP_LONGSHOT,-25.431249999999995
1462,-391.8999999999999,16.0,-407.8999999999999,0.522354,5.8,BALANCED,-25.493749999999995
1463,-392.8999999999999,16.0,-408.8999999999999,0.474582,7.0,BALANCED,-25.556249999999995
1464,-393.8999999999999,16.0,-409.8999999999999,0.335805,22.8,DEEP_LONGSHOT,-25.618749999999995
1465,-394.8999999999999,16.0,-410.8999999999999,0.195158,78.4,DEEP_LONGSHOT,-25.681249999999995
1466,-395.8999999999999,16.0,-411.8999999999999,0.392114,24.4,DEEP_LONGSHOT,-25.743749999999995
1467,-396.8999999999999,16.0,-412.8999999999999,0.385338,12.8,LONGSHOT,-25.806249999999995
1468,-397.8999999999999,16.0,-413.8999999999999,0.410362,13.3,LONGSHOT,-25.868749999999995
1469,-398.8999999999999,16.0,-414.8999999999999,0.239182,65.8,DEEP_LONGSHOT,-25.931249999999995
1470,-399.8999999999999,16.0,-415.8999999999999,0.373143,24.1,DEEP_LONGSHOT,-25.993749999999995
1471,-400.8999999999999,16.0,-416.8999999999999,0.372231,14.3,LONGSHOT,-26.056249999999995
1472,-401.8999999999999,16.0,-417.8999999999999,0.411967,13.0,LONGSHOT,-26.118749999999995
1473,-402.8999999999999,16.0,-418.8999999999999,0.444062,10.7,LONGSHOT,-26.181249999999995
1474,-403.8999999999999,16.0,-419.8999999999999,0.272835,29.4,DEEP_LONGSHOT,-26.243749999999995
1475,-404.8999999999999,16.0,-420.8999999999999,0.393536,13.5,LONGSHOT,-26.306249999999995
1476,-405.8999999999999,16.0,-421.8999999999999,0.387227,13.4,LONGSHOT,-26.368749999999995
1477,-406.8999999999999,16.0,-422.8999999999999,0.389249,12.9,LONGSHOT,-26.431249999999995
1478,-407.8999999999999,16.0,-423.8999999999999,0.323791,20.3,DEEP_LONGSHOT,-26.493749999999995
1479,-408.8999999999999,16.0,-424.8999999999999,0.285931,48.3,DEEP_LONGSHOT,-26.556249999999995
1480,-409.8999999999999,16.0,-425.8999999999999,0.22667,69.1,DEEP_LONGSHOT,-26.618749999999995
1481,-410.8999999999999,16.0,-426.8999999999999,0.317156,37.3,DEEP_LONGSHOT,-26.681249999999995
1482,-411.8999999999999,16.0,-427.8999999999999,0.265639,33.1,DEEP_LONGSHOT,-26.743749999999995
1483,-412.8999999999999,16.0,-428.8999999999999,0.322546,29.2,DEEP_LONGSHOT,-26.806249999999995
1484,-413.8999999999999,16.0,-429.8999999999999,0.553608,6.0,BALANCED,-26.868749999999995
1485,-414.8999999999999,16.0,-430.8999999999999,0.504718,6.5,BALANCED,-26.931249999999995
1486,-415.8999999999999,16.0,-431.8999999999999,0.285931,23.6,DEEP_LONGSHOT,-26.993749999999995
1487,-416.8999999999999,16.0,-432.8999999999999,0.351634,16.2,LONGSHOT,-27.056249999999995
1488,-417.8999999999999,16.0,-433.8999999999999,0.382702,14.5,LONGSHOT,-27.118749999999995
1489,-418.8999999999999,16.0,-434.8999999999999,0.421795,11.4,LONGSHOT,-27.181249999999995
1490,-419.8999999999999,16.0,-435.8999999999999,0.468622,13.4,LONGSHOT,-27.243749999999995
1491,-420.8999999999999,16.0,-436.8999999999999,0.394811,14.1,LONGSHOT,-27.306249999999995
1492,-421.8999999999999,16.0,-437.8999999999999,0.171251,137.0,DEEP_LONGSHOT,-27.368749999999995
1493,-415.0999999999999,16.0,-431.0999999999999,0.519923,7.8,BALANCED,-26.943749999999994
1494,-416.0999999999999,16.0,-432.0999999999999,0.205063,76.8,DEEP_LONGSHOT,-27.006249999999994
1495,-417.0999999999999,16.0,-433.0999999999999,0.465912,9.2,LONGSHOT,-27.068749999999994
1496,-418.0999999999999,16.0,-434.0999999999999,0.376912,14.1,LONGSHOT,-27.131249999999994
1497,-419.0999999999999,16.0,-435.0999999999999,0.324323,17.7,LONGSHOT,-27.193749999999994
1498,-420.0999999999999,16.0,-436.0999999999999,0.180878,96.8,DEEP_LONGSHOT,-27.256249999999994
1499,-421.0999999999999,16.0,-437.0999999999999,0.555689,4.6,BALANCED,-27.318749999999994
1500,-422.0999999999999,16.0,-438.0999999999999,0.335463,16.4,LONGSHOT,-27.381249999999994
1501,-423.0999999999999,16.0,-439.0999999999999,0.268198,46.2,DEEP_LONGSHOT,-27.443749999999994
1502,-424.0999999999999,16.0,-440.0999999999999,0.268411,45.4,DEEP_LONGSHOT,-27.506249999999994
1503,-425.0999999999999,16.0,-441.0999999999999,0.211959,55.7,DEEP_LONGSHOT,-27.568749999999994
1504,-426.0999999999999,16.0,-442.0999999999999,0.275749,29.6,DEEP_LONGSHOT,-27.631249999999994
1505,-421.3999999999999,16.0,-437.3999999999999,0.526059,5.7,BALANCED,-27.337499999999995
1506,-422.3999999999999,16.0,-438.3999999999999,0.382555,14.2,LONGSHOT,-27.399999999999995
1507,-413.8999999999999,16.0,-429.8999999999999,0.429043,9.5,LONGSHOT,-26.868749999999995
1508,-414.8999999999999,16.0,-430.8999999999999,0.243381,44.4,DEEP_LONGSHOT,-26.931249999999995
1509,-415.8999999999999,16.0,-431.8999999999999,0.323791,20.0,LONGSHOT,-26.993749999999995
1510,-405.0999999999999,16.0,-421.0999999999999,0.382702,11.8,LONGSHOT,-26.318749999999994
1511,-406.0999999999999,16.0,-422.0999999999999,0.24315,46.7,DEEP_LONGSHOT,-26.381249999999994
1512,-407.0999999999999,16.0,-423.0999999999999,0.533934,5.7,BALANCED,-26.443749999999994
1513,-408.0999999999999,16.0,-424.0999999999999,0.350005,14.6,LONGSHOT,-26.506249999999994
1514,-409.0999999999999,16.0,-425.0999999999999,0.529366,6.1,BALANCED,-26.568749999999994
1515,-410.0999999999999,16.0,-426.0999999999999,0.540173,5.7,BALANCED,-26.631249999999994
1516,-411.0999999999999,16.0,-427.0999999999999,0.320401,28.0,DEEP_LONGSHOT,-26.693749999999994
1517,-412.0999999999999,16.0,-428.0999999999999,0.47584,7.5,BALANCED,-26.756249999999994
1518,-413.0999999999999,16.0,-429.0999999999999,0.293645,30.9,DEEP_LONGSHOT,-26.818749999999994
1519,-414.0999999999999,16.0,-430.0999999999999,0.339879,18.7,LONGSHOT,-26.881249999999994
1520,-415.0999999999999,16.0,-431.0999999999999,0.237531,66.0,DEEP_LONGSHOT,-26.943749999999994
1521,-416.0999999999999,16.0,-432.0999999999999,0.357749,16.8,LONGSHOT,-27.006249999999994
1522,-417.0999999999999,16.0,-433.0999999999999,0.524504,5.5,BALANCED,-27.068749999999994
1523,-418.0999999999999,16.0,-434.0999999999999,0.215333,62.2,DEEP_LONGSHOT,-27.131249999999994
1524,-419.0999999999999,16.0,-435.0999999999999,0.318963,21.0,DEEP_LONGSHOT,-27.193749999999994
1525,-420.0999999999999,16.0,-436.0999999999999,0.255614,29.5,DEEP_LONGSHOT,-27.256249999999994
1526,-421.0999999999999,16.0,-437.0999999999999,0.197119,82.6,DEEP_LONGSHOT,-27.318749999999994
1527,-422.0999999999999,16.0,-438.0999999999999,0.26521,29.6,DEEP_LONGSHOT,-27.381249999999994
1528,-423.0999999999999,16.0,-439.0999999999999,0.211697,57.3,DEEP_LONGSHOT,-27.443749999999994
1529,-424.0999999999999,16.0,-440.0999999999999,0.19572,87.1,DEEP_LONGSHOT,-27.506249999999994
1530,-425.0999999999999,16.0,-441.0999999999999,0.39382,16.1,LONGSHOT,-27.568749999999994
1531,-426.0999999999999,16.0,-442.0999999999999,0.539875,8.7,LONGSHOT,-27.631249999999994
1532,-427.0999999999999,16.0,-443.0999999999999,0.526385,6.6,BALANCED,-27.693749999999994
1533,-428.0999999999999,16.0,-444.0999999999999,0.325561,17.0,LONGSHOT,-27.756249999999994
1534,-429.0999999999999,16.0,-445.0999999999999,0.386647,11.5,LONGSHOT,-27.818749999999994
1535,-430.0999999999999,16.0,-446.0999999999999,0.406449,12.6,LONGSHOT,-27.881249999999994
1536,-431.0999999999999,16.0,-447.0999999999999,0.362809,16.9,LONGSHOT,-27.943749999999994
1537,-432.0999999999999,16.0,-448.0999999999999,0.192039,70.8,DEEP_LONGSHOT,-28.006249999999994
1538,-433.0999999999999,16.0,-449.0999999999999,0.489042,7.0,BALANCED,-28.068749999999994
1539,-434.0999999999999,16.0,-450.0999999999999,0.516516,6.3,BALANCED,-28.131249999999994
1540,-435.0999999999999,16.0,-451.0999999999999,0.29598,38.8,DEEP_LONGSHOT,-28.193749999999994
1541,-436.0999999999999,16.0,-452.0999999999999,0.386211,12.4,LONGSHOT,-28.256249999999994
1542,-437.0999999999999,16.0,-453.0999999999999,0.376312,16.2,LONGSHOT,-28.318749999999994
1543,-438.0999999999999,16.0,-454.0999999999999,0.381671,11.6,LONGSHOT,-28.381249999999994
1544,-439.0999999999999,16.0,-455.0999999999999,0.440114,9.7,LONGSHOT,-28.443749999999994
1545,-440.0999999999999,16.0,-456.0999999999999,0.383583,14.1,LONGSHOT,-28.506249999999994
1546,-441.0999999999999,16.0,-457.0999999999999,0.331505,28.7,DEEP_LONGSHOT,-28.568749999999994
1547,-442.0999999999999,16.0,-458.0999999999999,0.322368,19.2,LONGSHOT,-28.631249999999994
1548,-443.0999999999999,16.0,-459.0999999999999,0.401655,13.9,LONGSHOT,-28.693749999999994
1549,-444.0999999999999,16.0,-460.0999999999999,0.492564,6.3,BALANCED,-28.756249999999994
1550,-445.0999999999999,16.0,-461.0999999999999,0.388528,18.9,LONGSHOT,-28.818749999999994
1551,-446.0999999999999,16.0,-462.0999999999999,0.220939,54.2,DEEP_LONGSHOT,-28.881249999999994
1552,-447.0999999999999,16.0,-463.0999999999999,0.29345,35.0,DEEP_LONGSHOT,-28.943749999999994
1553,-448.0999999999999,16.0,-464.0999999999999,0.219929,47.5,DEEP_LONGSHOT,-29.006249999999994
1554,-449.0999999999999,16.0,-465.0999999999999,0.399159,11.6,LONGSHOT,-29.068749999999994
1555,-450.0999999999999,16.0,-466.0999999999999,0.328721,16.6,LONGSHOT,-29.131249999999994
1556,-451.0999999999999,16.0,-467.0999999999999,0.563485,4.5,BALANCED,-29.193749999999994
1557,-452.0999999999999,16.0,-468.0999999999999,0.392826,11.6,LONGSHOT,-29.256249999999994
1558,-448.3999999999999,16.0,-464.3999999999999,0.58547,4.7,BALANCED,-29.024999999999995
1559,-449.3999999999999,16.0,-465.3999999999999,0.347215,15.8,LONGSHOT,-29.087499999999995
1560,-450.3999999999999,16.0,-466.3999999999999,0.42967,16.0,LONGSHOT,-29.149999999999995
1561,-451.3999999999999,16.0,-467.3999999999999,0.217642,51.6,DEEP_LONGSHOT,-29.212499999999995
1562,-452.3999999999999,16.0,-468.3999999999999,0.36948,13.7,LONGSHOT,-29.274999999999995
1563,-453.3999999999999,16.0,-469.3999999999999,0.349187,21.0,DEEP_LONGSHOT,-29.337499999999995
1564,-454.3999999999999,16.0,-470.3999999999999,0.565829,4.7,BALANCED,-29.399999999999995
1565,-455.3999999999999,16.0,-471.3999999999999,0.220182,83.3,DEEP_LONGSHOT,-29.462499999999995
1566,-456.3999999999999,16.0,-472.3999999999999,0.304774,23.2,DEEP_LONGSHOT,-29.524999999999995
1567,-457.3999999999999,16.0,-473.3999999999999,0.314974,30.7,DEEP_LONGSHOT,-29.587499999999995
1568,-458.3999999999999,16.0,-474.3999999999999,0.458724,13.9,LONGSHOT,-29.649999999999995
1569,-459.3999999999999,16.0,-475.3999999999999,0.218406,47.7,DEEP_LONGSHOT,-29.712499999999995
1570,-460.3999999999999,16.0,-476.3999999999999,0.312592,28.4,DEEP_LONGSHOT,-29.774999999999995
1571,-461.3999999999999,16.0,-477.3999999999999,0.511726,6.5,BALANCED,-29.837499999999995
1572,-462.3999999999999,16.0,-478.3999999999999,0.227408,43.7,DEEP_LONGSHOT,-29.899999999999995
1573,-463.3999999999999,16.0,-479.3999999999999,0.266921,39.1,DEEP_LONGSHOT,-29.962499999999995
1574,-464.3999999999999,16.0,-480.3999999999999,0.374203,14.9,LONGSHOT,-30.024999999999995
1575,-465.3999999999999,16.0,-481.3999999999999,0.371775,14.9,LONGSHOT,-30.087499999999995
1576,-466.3999999999999,16.0,-482.3999999999999,0.280271,53.8,DEEP_LONGSHOT,-30.149999999999995
1577,-467.3999999999999,16.0,-483.3999999999999,0.30609,30.7,DEEP_LONGSHOT,-30.212499999999995
1578,-468.3999999999999,16.0,-484.3999999999999,0.444181,12.4,LONGSHOT,-30.274999999999995
1579,-469.3999999999999,16.0,-485.3999999999999,0.300599,24.2,DEEP_LONGSHOT,-30.337499999999995
1580,-470.3999999999999,16.0,-486.3999999999999,0.332887,25.0,DEEP_LONGSHOT,-30.399999999999995
1581,-471.3999999999999,16.0,-487.3999999999999,0.201264,59.4,DEEP_LONGSHOT,-30.462499999999995
1582,-472.3999999999999,16.0,-488.3999999999999,0.377362,18.9,LONGSHOT,-30.524999999999995
1583,-473.3999999999999,16.0,-489.3999999999999,0.327846,18.0,LONGSHOT,-30.587499999999995
1584,-474.3999999999999,16.0,-490.3999999999999,0.281289,23.9,DEEP_LONGSHOT,-30.649999999999995
1585,-475.3999999999999,16.0,-491.3999999999999,0.357431,15.3,LONGSHOT,-30.712499999999995
1586,-476.3999999999999,16.0,-492.3999999999999,0.425379,18.1,LONGSHOT,-30.774999999999995
1587,-477.3999999999999,16.0,-493.3999999999999,0.457712,10.6,LONGSHOT,-30.837499999999995
1588,-478.3999999999999,16.0,-494.3999999999999,0.282102,25.1,DEEP_LONGSHOT,-30.899999999999995
1589,-479.3999999999999,16.0,-495.3999999999999,0.436351,14.6,LONGSHOT,-30.962499999999995
1590,-480.3999999999999,16.0,-496.3999999999999,0.280475,27.6,DEEP_LONGSHOT,-31.024999999999995
1591,-481.3999999999999,16.0,-497.3999999999999,0.350168,17.5,LONGSHOT,-31.087499999999995
1592,-482.3999999999999,16.0,-498.3999999999999,0.290504,43.9,DEEP_LONGSHOT,-31.149999999999995
1593,-483.3999999999999,16.0,-499.3999999999999,0.379003,12.6,LONGSHOT,-31.212499999999995
1594,-462.7999999999999,16.0,-478.7999999999999,0.304396,21.6,DEEP_LONGSHOT,-29.924999999999994
1595,-463.7999999999999,16.0,-479.7999999999999,0.198786,65.8,DEEP_LONGSHOT,-29.987499999999994
1596,-464.7999999999999,16.0,-480.7999999999999,0.410898,14.4,LONGSHOT,-30.049999999999994
1597,-465.7999999999999,16.0,-481.7999999999999,0.395516,12.9,LONGSHOT,-30.112499999999994
1598,-466.7999999999999,16.0,-482.7999999999999,0.461846,11.4,LONGSHOT,-30.174999999999994
1599,-467.7999999999999,16.0,-483.7999999999999,0.211173,62.2,DEEP_LONGSHOT,-30.237499999999994
1600,-468.7999999999999,16.0,-484.7999999999999,0.392968,12.5,LONGSHOT,-30.299999999999994
1601,-469.7999999999999,16.0,-485.7999999999999,0.32732,16.5,LONGSHOT,-30.362499999999994
1602,-470.7999999999999,16.0,-486.7999999999999,0.46029,8.2,LONGSHOT,-30.424999999999994
1603,-471.7999999999999,16.0,-487.7999999999999,0.342734,20.2,DEEP_LONGSHOT,-30.487499999999994
1604,-472.7999999999999,16.0,-488.7999999999999,0.304396,38.0,DEEP_LONGSHOT,-30.549999999999994
1605,-473.7999999999999,16.0,-489.7999999999999,0.28733,31.0,DEEP_LONGSHOT,-30.612499999999994
1606,-474.7999999999999,16.0,-490.7999999999999,0.394952,19.0,LONGSHOT,-30.674999999999994
1607,-475.7999999999999,16.0,-491.7999999999999,0.385338,11.9,LONGSHOT,-30.737499999999994
1608,-476.7999999999999,16.0,-492.7999999999999,0.179665,90.7,DEEP_LONGSHOT,-30.799999999999994
1609,-477.7999999999999,16.0,-493.7999999999999,0.276162,26.5,DEEP_LONGSHOT,-30.862499999999994
1610,-478.7999999999999,16.0,-494.7999999999999,0.388384,11.2,LONGSHOT,-30.924999999999994
1611,-479.7999999999999,16.0,-495.7999999999999,0.40536,13.3,LONGSHOT,-30.987499999999994
1612,-480.7999999999999,16.0,-496.7999999999999,0.308893,20.6,DEEP_LONGSHOT,-31.049999999999994
1613,-442.8999999999999,16.0,-458.8999999999999,0.264566,38.9,DEEP_LONGSHOT,-28.681249999999995
1614,-443.8999999999999,16.0,-459.8999999999999,0.412499,12.8,LONGSHOT,-28.743749999999995
1615,-418.8999999999999,16.0,-434.8999999999999,0.286731,26.0,DEEP_LONGSHOT,-27.181249999999995
1616,-419.8999999999999,16.0,-435.8999999999999,0.536246,5.8,BALANCED,-27.243749999999995
1617,-420.8999999999999,16.0,-436.8999999999999,0.515308,8.6,LONGSHOT,-27.306249999999995
1618,-421.8999999999999,16.0,-437.8999999999999,0.374203,13.1,LONGSHOT,-27.368749999999995
1619,-418.49999999999994,16.0,-434.49999999999994,0.569899,4.4,BALANCED,-27.156249999999996
1620,-419.49999999999994,16.0,-435.49999999999994,0.461291,7.9,BALANCED,-27.218749999999996
1621,-420.49999999999994,16.0,-436.49999999999994,0.286131,27.5,DEEP_LONGSHOT,-27.281249999999996
1622,-421.49999999999994,16.0,-437.49999999999994,0.347874,14.4,LONGSHOT,-27.343749999999996
1623,-422.49999999999994,16.0,-438.49999999999994,0.327496,16.3,LONGSHOT,-27.406249999999996
1624,-409.79999999999995,16.0,-425.79999999999995,0.380784,13.7,LONGSHOT,-26.612499999999997
1625,-410.79999999999995,16.0,-426.79999999999995,0.49736,8.8,LONGSHOT,-26.674999999999997
1626,-411.79999999999995,16.0,-427.79999999999995,0.392114,11.8,LONGSHOT,-26.737499999999997
1627,-412.79999999999995,16.0,-428.79999999999995,0.24315,60.1,DEEP_LONGSHOT,-26.799999999999997
1628,-413.79999999999995,16.0,-429.79999999999995,0.266281,26.8,DEEP_LONGSHOT,-26.862499999999997
1629,-414.79999999999995,16.0,-430.79999999999995,0.522271,8.2,LONGSHOT,-26.924999999999997
1630,-415.79999999999995,16.0,-431.79999999999995,0.413429,12.3,LONGSHOT,-26.987499999999997
1631,-416.79999999999995,16.0,-432.79999999999995,0.463282,7.8,BALANCED,-27.049999999999997
1632,-417.79999999999995,16.0,-433.79999999999995,0.40413,10.1,LONGSHOT,-27.112499999999997
1633,-418.79999999999995,16.0,-434.79999999999995,0.256721,34.0,DEEP_LONGSHOT,-27.174999999999997
1634,-407.99999999999994,16.0,-423.99999999999994,0.414356,11.8,LONGSHOT,-26.499999999999996
1635,-408.99999999999994,16.0,-424.99999999999994,0.247518,32.6,DEEP_LONGSHOT,-26.562499999999996
1636,-409.99999999999994,16.0,-425.99999999999994,0.482741,8.0,BALANCED,-26.624999999999996
1637,-410.99999999999994,16.0,-426.99999999999994,0.574543,4.2,BALANCED,-26.687499999999996
1638,-411.99999999999994,16.0,-427.99999999999994,0.558388,4.9,BALANCED,-26.749999999999996
1639,-412.99999999999994,16.0,-428.99999999999994,0.359656,13.3,LONGSHOT,-26.812499999999996
1640,-413.99999999999994,16.0,-429.99999999999994,0.282102,25.4,DEEP_LONGSHOT,-26.874999999999996
1641,-414.99999999999994,16.0,-430.99999999999994,0.305339,34.1,DEEP_LONGSHOT,-26.937499999999996
1642,-415.99999999999994,16.0,-431.99999999999994,0.279044,27.1,DEEP_LONGSHOT,-26.999999999999996
1643,-416.99999999999994,16.0,-432.99999999999994,0.156508,175.9,DEEP_LONGSHOT,-27.062499999999996
1644,-411.09999999999997,16.0,-427.09999999999997,0.528566,6.9,BALANCED,-26.693749999999998
1645,-412.09999999999997,16.0,-428.09999999999997,0.399854,14.1,LONGSHOT,-26.756249999999998
1646,-413.09999999999997,16.0,-429.09999999999997,0.397763,12.3,LONGSHOT,-26.818749999999998
1647,-414.09999999999997,16.0,-430.09999999999997,0.488746,10.6,LONGSHOT,-26.881249999999998
1648,-415.09999999999997,16.0,-431.09999999999997,0.18118,94.8,DEEP_LONGSHOT,-26.943749999999998
1649,-416.09999999999997,16.0,-432.09999999999997,0.520261,5.7,BALANCED,-27.006249999999998
1650,-417.09999999999997,16.0,-433.09999999999997,0.230097,48.0,DEEP_LONGSHOT,-27.068749999999998
1651,-418.09999999999997,16.0,-434.09999999999997,0.40996,25.9,DEEP_LONGSHOT,-27.131249999999998
1652,-419.09999999999997,16.0,-435.09999999999997,0.180576,126.3,DEEP_LONGSHOT,-27.193749999999998
1653,-420.09999999999997,16.0,-436.09999999999997,0.42728,13.6,LONGSHOT,-27.256249999999998
1654,-421.09999999999997,16.0,-437.09999999999997,0.48456,11.7,LONGSHOT,-27.318749999999998
1655,-422.09999999999997,16.0,-438.09999999999997,0.296368,33.7,DEEP_LONGSHOT,-27.381249999999998
1656,-423.09999999999997,16.0,-439.09999999999997,0.399715,14.2,LONGSHOT,-27.443749999999998
1657,-424.09999999999997,16.0,-440.09999999999997,0.403582,12.6,LONGSHOT,-27.506249999999998
1658,-425.09999999999997,16.0,-441.09999999999997,0.472789,9.5,LONGSHOT,-27.568749999999998
1659,-426.09999999999997,16.0,-442.09999999999997,0.320042,18.6,LONGSHOT,-27.631249999999998
1660,-427.09999999999997,16.0,-443.09999999999997,0.382261,15.8,LONGSHOT,-27.693749999999998
1661,-422.99999999999994,16.0,-438.99999999999994,0.538825,5.1,BALANCED,-27.437499999999996
1662,-423.99999999999994,16.0,-439.99999999999994,0.439268,8.9,LONGSHOT,-27.499999999999996
1663,-424.99999999999994,16.0,-440.99999999999994,0.379301,15.0,LONGSHOT,-27.562499999999996
1664,-425.99999999999994,16.0,-441.99999999999994,0.25914,29.8,DEEP_LONGSHOT,-27.624999999999996
1665,-426.99999999999994,16.0,-442.99999999999994,0.416726,9.5,LONGSHOT,-27.687499999999996
1666,-427.99999999999994,16.0,-443.99999999999994,0.34738,26.3,DEEP_LONGSHOT,-27.749999999999996
1667,-428.99999999999994,16.0,-444.99999999999994,0.343735,15.7,LONGSHOT,-27.812499999999996
1668,-429.99999999999994,16.0,-445.99999999999994,0.534631,6.0,BALANCED,-27.874999999999996
1669,-430.99999999999994,16.0,-446.99999999999994,0.307027,19.8,LONGSHOT,-27.937499999999996
1670,-431.99999999999994,16.0,-447.99999999999994,0.32308,20.6,DEEP_LONGSHOT,-27.999999999999996
1671,-432.99999999999994,16.0,-448.99999999999994,0.278429,28.6,DEEP_LONGSHOT,-28.062499999999996
1672,-433.99999999999994,16.0,-449.99999999999994,0.431293,11.9,LONGSHOT,-28.124999999999996
1673,-434.99999999999994,16.0,-450.99999999999994,0.534785,6.6,BALANCED,-28.187499999999996
1674,-435.99999999999994,16.0,-451.99999999999994,0.24729,39.8,DEEP_LONGSHOT,-28.249999999999996
1675,-436.99999999999994,16.0,-452.99999999999994,0.270104,25.8,DEEP_LONGSHOT,-28.312499999999996
1676,-437.99999999999994,16.0,-453.99999999999994,0.28533,48.3,DEEP_LONGSHOT,-28.374999999999996
1677,-438.99999999999994,16.0,-454.99999999999994,0.381818,20.3,DEEP_LONGSHOT,-28.437499999999996
1678,-439.99999999999994,16.0,-455.99999999999994,0.385192,14.4,LONGSHOT,-28.499999999999996
1679,-440.99999999999994,16.0,-456.99999999999994,0.376912,14.0,LONGSHOT,-28.562499999999996
1680,-441.99999999999994,16.0,-457.99999999999994,0.333748,28.6,DEEP_LONGSHOT,-28.624999999999996
1681,-442.99999999999994,16.0,-458.99999999999994,0.45063,14.0,LONGSHOT,-28.687499999999996
1682,-443.99999999999994,16.0,-459.99999999999994,0.382261,14.0,LONGSHOT,-28.749999999999996
1683,-444.99999999999994,16.0,-460.99999999999994,0.19684,75.0,DEEP_LONGSHOT,-28.812499999999996
1684,-445.99999999999994,16.0,-461.99999999999994,0.173787,132.5,DEEP_LONGSHOT,-28.874999999999996
1685,-446.99999999999994,16.0,-462.99999999999994,0.454766,7.7,BALANCED,-28.937499999999996
1686,-447.99999999999994,16.0,-463.99999999999994,0.28533,38.4,DEEP_LONGSHOT,-28.999999999999996
1687,-448.99999999999994,16.0,-464.99999999999994,0.491786,9.1,LONGSHOT,-29.062499999999996
1688,-449.99999999999994,16.0,-465.99999999999994,0.335805,18.4,LONGSHOT,-29.124999999999996
1689,-450.99999999999994,16.0,-466.99999999999994,0.513831,6.5,BALANCED,-29.187499999999996
1690,-451.99999999999994,16.0,-467.99999999999994,0.30609,26.5,DEEP_LONGSHOT,-29.249999999999996
1691,-452.99999999999994,16.0,-468.99999999999994,0.361236,25.7,DEEP_LONGSHOT,-29.312499999999996
1692,-453.99999999999994,16.0,-469.99999999999994,0.259359,42.0,DEEP_LONGSHOT,-29.374999999999996
1693,-454.99999999999994,16.0,-470.99999999999994,0.569251,4.5,BALANCED,-29.437499999999996
1694,-455.99999999999994,16.0,-471.99999999999994,0.317337,17.8,LONGSHOT,-29.499999999999996
1695,-456.99999999999994,16.0,-472.99999999999994,0.213781,62.9,DEEP_LONGSHOT,-29.562499999999996
1696,-457.99999999999994,16.0,-473.99999999999994,0.364841,16.2,LONGSHOT,-29.624999999999996
1697,-458.99999999999994,16.0,-474.99999999999994,0.354223,14.4,LONGSHOT,-29.687499999999996
1698,-459.99999999999994,16.0,-475.99999999999994,0.296174,26.8,DEEP_LONGSHOT,-29.749999999999996
1699,-460.99999999999994,16.0,-476.99999999999994,0.273044,40.7,DEEP_LONGSHOT,-29.812499999999996
1700,-461.99999999999994,16.0,-477.99999999999994,0.188872,78.7,DEEP_LONGSHOT,-29.874999999999996
1701,-462.99999999999994,16.0,-478.99999999999994,0.397203,10.8,LONGSHOT,-29.937499999999996
1702,-463.99999999999994,16.0,-479.99999999999994,0.331331,17.1,LONGSHOT,-29.999999999999996
1703,-464.99999999999994,16.0,-480.99999999999994,0.335976,17.5,LONGSHOT,-30.062499999999996
1704,-465.99999999999994,16.0,-481.99999999999994,0.568063,4.4,BALANCED,-30.124999999999996
1705,-466.99999999999994,16.0,-482.99999999999994,0.58159,4.3,BALANCED,-30.187499999999996
1706,-467.99999999999994,16.0,-483.99999999999994,0.377661,16.0,LONGSHOT,-30.249999999999996
1707,-468.99999999999994,16.0,-484.99999999999994,0.215333,52.8,DEEP_LONGSHOT,-30.312499999999996
1708,-469.99999999999994,16.0,-485.99999999999994,0.305715,34.8,DEEP_LONGSHOT,-30.374999999999996
1709,-470.99999999999994,16.0,-486.99999999999994,0.573699,7.7,BALANCED,-30.437499999999996
1710,-471.99999999999994,16.0,-487.99999999999994,0.525651,5.8,BALANCED,-30.499999999999996
1711,-472.99999999999994,16.0,-488.99999999999994,0.194876,97.0,DEEP_LONGSHOT,-30.562499999999996
1712,-473.99999999999994,16.0,-489.99999999999994,0.259359,29.9,DEEP_LONGSHOT,-30.624999999999996
1713,-474.99999999999994,16.0,-490.99999999999994,0.288921,24.0,DEEP_LONGSHOT,-30.687499999999996
1714,-475.99999999999994,16.0,-491.99999999999994,0.458499,9.0,LONGSHOT,-30.749999999999996
1715,-476.99999999999994,16.0,-492.99999999999994,0.322902,20.1,DEEP_LONGSHOT,-30.812499999999996
1716,-477.99999999999994,16.0,-493.99999999999994,0.257162,32.4,DEEP_LONGSHOT,-30.874999999999996
1717,-472.59999999999997,16.0,-488.59999999999997,0.549972,6.4,BALANCED,-30.537499999999998
1718,-473.59999999999997,16.0,-489.59999999999997,0.281289,35.1,DEEP_LONGSHOT,-30.599999999999998
1719,-474.59999999999997,16.0,-490.59999999999997,0.372383,17.3,LONGSHOT,-30.662499999999998
1720,-475.59999999999997,16.0,-491.59999999999997,0.40536,10.7,LONGSHOT,-30.724999999999998
1721,-476.59999999999997,16.0,-492.59999999999997,0.3914,11.7,LONGSHOT,-30.787499999999998
1722,-477.59999999999997,16.0,-493.59999999999997,0.581899,4.0,LOW_ODDS,-30.849999999999998
