race_id,horse_name,snapshot_label,odds,favorite_rank,available_at,bet_time,race_start_at,captured_at,plain_odds_role,plain_odds_ambiguous,available_at_ts,bet_time_ts,race_start_ts,available_at_bet_time,final_market_odds,post_market_info,closing_odds_contamination
202404010103,ヨリナエスポワール,ambiguous,13.2,,,,,,,True,,,,False,False,True,False
202404010104,オシリスブレイン,ambiguous,22.4,,,,,,,True,,,,False,False,True,False
202404010105,ジーティーウルス,ambiguous,24.8,,,,,,,True,,,,False,False,True,False
202404010106,ワクワクサセテ,ambiguous,13.4,,,,,,,True,,,,False,False,True,False
202404010107,オリエンタルキング,ambiguous,41.8,,,,,,,True,,,,False,False,True,False
202404010202,ラパンリュネール,ambiguous,12.0,,,,,,,True,,,,False,False,True,False
202404010203,ダイタジャスティス,ambiguous,21.8,,,,,,,True,,,,False,False,True,False
202404010205,ジャスティンライズ,ambiguous,9.9,,,,,,,True,,,,False,False,True,False
202404010206,ナウズザタイム,ambiguous,18.4,,,,,,,True,,,,False,False,True,False
202404010209,ベンテイガ,ambiguous,6.2,,,,,,,True,,,,False,False,True,False
202404010210,ショウナンマッハ,ambiguous,5.1,,,,,,,True,,,,False,False,True,False
202404010212,グレアミラージュ,ambiguous,15.3,,,,,,,True,,,,False,False,True,False
202404010301,スマッシャー,ambiguous,9.1,,,,,,,True,,,,False,False,True,False
202404010302,メイショウエレジー,ambiguous,15.5,,,,,,,True,,,,False,False,True,False
202404010303,ボーズマン,ambiguous,41.8,,,,,,,True,,,,False,False,True,False
202404010304,エンジェルラウンド,ambiguous,24.8,,,,,,,True,,,,False,False,True,False
202404010307,ハローマイラブリー,ambiguous,4.2,,,,,,,True,,,,False,False,True,False
202404010309,クリノハレルヤ,ambiguous,14.2,,,,,,,True,,,,False,False,True,False
202404010312,アカザ,ambiguous,5.7,,,,,,,True,,,,False,False,True,False
202404010401,ハヤブサキンチャン,ambiguous,13.6,,,,,,,True,,,,False,False,True,False
202404010402,アンティシパル,ambiguous,36.5,,,,,,,True,,,,False,False,True,False
202404010403,イクリール,ambiguous,30.4,,,,,,,True,,,,False,False,True,False
202404010406,リュクススティール,ambiguous,6.5,,,,,,,True,,,,False,False,True,False
202404010408,テイエムエメラルド,ambiguous,19.9,,,,,,,True,,,,False,False,True,False
202404010411,ヨーホーレイク,ambiguous,5.4,,,,,,,True,,,,False,False,True,False
